#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
7.499999999999936,-156789.73486328125,10866.296875,1152.4824653877113,0
15.00000000000019,-156241.7919921875,10119.3466796875,1073.260720158559,8.25e+03
22.500000000000473,-156886.24462890625,10589.005859375,1123.0729032347942,8.15e+03
30.000000000000757,-156758.6455078125,10283.744140625,1090.6967605377458,8.03e+03
37.50000000000104,-157157.71630859375,10474.2919921875,1110.9063186116025,8.22e+03
45.00000000000132,-156875.7802734375,9983.513671875,1058.8542336134565,8.26e+03
52.500000000001606,-156996.83203125,9981.5,1058.6406630149647,8.23e+03
60.00000000000189,-156961.99267578125,9730.171875,1031.9847322546275,8.21e+03
67.50000000000217,-157375.80810546875,9933.232421875,1053.5213902695482,8.2e+03
75.00000000000246,-157587.35400390625,10017.9072265625,1062.5020235786737,8.01e+03
82.50000000000274,-157101.11865234375,9373.390625,994.1444137602821,7.95e+03
90.00000000000303,-157992.17626953125,9992.994140625,1059.8597347629022,7.88e+03
97.50000000000331,-158128.236328125,10039.189453125,1064.759222440424,7.77e+03
105.0000000000036,-158356.6220703125,10091.6220703125,1070.3202403859216,7.67e+03
112.50000000000388,-157915.0166015625,9560.298828125,1013.9679497097071,7.61e+03
120.00000000000416,-158066.86328125,9585.32421875,1016.6221495918348,7.52e+03
127.50000000000445,-158455.37548828125,9758.1533203125,1034.952452118149,7.43e+03
134.9999999999981,-158657.8896484375,9782.294921875,1037.5129170867779,7.36e+03
142.49999999999127,-158688.35986328125,9656.697265625,1024.191994771933,7.3e+03
149.99999999998445,-159076.6884765625,9883.4501953125,1048.2414734900574,7.2e+03
157.49999999997763,-158942.5810546875,9521.091796875,1009.8096410830128,7.15e+03
164.9999999999708,-158359.82763671875,8859.3232421875,939.6222843233244,7.11e+03
172.499999999964,-159299.2998046875,9632.919921875,1021.6701630880942,7.06e+03
179.99999999995717,-159201.6953125,9351.8515625,991.8599748076476,7.03e+03
187.49999999995035,-159501.623046875,9531.548828125,1010.9187167225126,7.01e+03
194.99999999994353,-159247.78125,9117.521484375,967.0068616211929,6.98e+03
202.4999999999367,-159574.89013671875,9314.505859375,987.8990791589965,6.95e+03
209.99999999992988,-159777.32568359375,9331.166015625,989.6660599593205,6.91e+03
217.49999999992306,-159657.00341796875,9051.6640625,960.0220051609207,6.88e+03
224.99999999991624,-160004.6630859375,9263.638671875,982.5040911210557,6.84e+03
232.49999999990942,-159665.63525390625,8793.5126953125,932.6423994385749,6.82e+03
239.9999999999026,-159891.21826171875,8840.72265625,937.6495010112628,6.8e+03
247.49999999989578,-160028.25146484375,8803.0537109375,933.654322206404,6.78e+03
254.99999999988896,-160329.12353515625,8921.796875,946.2482551755589,6.76e+03
262.49999999988216,-160748.54443359375,9200.4228515625,975.79940365638,6.75e+03
269.99999999987534,-160564.818359375,8841.455078125,937.7271818788035,6.73e+03
277.4999999998685,-160519.7138671875,8690.72265625,921.7404593389447,6.72e+03
284.9999999998617,-160742.7939453125,8776.9541015625,930.8861903852165,6.71e+03
292.4999999998549,-160650.0322265625,8523.50390625,904.0051922579916,6.71e+03
299.99999999984806,-160926.88720703125,8730.525390625,925.9619484045719,6.66e+03
307.49999999984124,-160705.60107421875,8365.5517578125,887.2527435131623,6.66e+03
314.9999999998344,-161288.0625,8777.728515625,930.9683249558296,6.64e+03
322.4999999998276,-161200.2451171875,8559.4716796875,907.8199443011761,6.64e+03
329.9999999998208,-161475.71435546875,8616.41796875,913.8596835397041,6.64e+03
337.49999999981395,-161084.1337890625,8139.3935546875,863.2663416594806,6.65e+03
344.99999999980713,-161902.71826171875,8863.61328125,940.0772870581324,6.65e+03
352.4999999998003,-161271.0439453125,8113.29150390625,860.4979509020682,6.66e+03
359.9999999997935,-161406.6982421875,8163.169921875,865.7880697688291,6.67e+03
367.49999999978667,-161909.251953125,8541.1494140625,905.87667971878,6.68e+03
374.99999999977985,-161463.150390625,7954.5048828125,843.6569977554876,6.67e+03
