#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
7.499999999999936,-261800.64453125,20402.5390625,2163.8989611094244,0
15.00000000000019,-264547.5439453125,22738.7734375,2411.6806279639404,7.84e+03
22.500000000000473,-263793.6416015625,21521.53515625,2282.5799976869584,7.74e+03
30.000000000000757,-264123.73046875,21423.109375,2272.14093198338,7.67e+03
37.50000000000104,-264815.5302734375,21652.23046875,2296.441578839886,7.76e+03
45.00000000000132,-265580.80859375,21968.205078125,2329.9539336928287,7.87e+03
52.500000000001606,-265658.06787109375,21568.841796875,2287.597353134162,7.9e+03
60.00000000000189,-266179.5703125,21612.8671875,2292.266698294783,7.9e+03
67.50000000000217,-266494.6416015625,21473.12109375,2277.4451887680334,7.9e+03
75.00000000000246,-267105.77490234375,21656.6640625,2296.9118070247323,7.67e+03
82.50000000000274,-267262.81982421875,21356.353515625,2265.0607869922583,7.6e+03
90.00000000000303,-267499.37939453125,21162.900390625,2244.5430948104904,7.58e+03
97.50000000000331,-268145.80859375,21320.67578125,2261.2767965726193,7.52e+03
105.0000000000036,-267646.568359375,20378.4296875,2161.341914098967,7.41e+03
112.50000000000388,-268286.1953125,20598.291015625,2184.66046764078,7.33e+03
120.00000000000416,-268994.8076171875,21012.60546875,2228.6027736421756,7.28e+03
127.50000000000445,-269149.75341796875,20709.33984375,2196.438337202798,7.18e+03
134.9999999999981,-268631.7255859375,19820.87109375,2102.207094747448,7.14e+03
142.49999999999127,-270049.40087890625,20792.037109375,2205.209232169564,7.1e+03
149.99999999998445,-269126.0712890625,19435.447265625,2061.328936459814,6.98e+03
157.49999999997763,-270514.2236328125,20440.71875,2167.9483093725817,6.93e+03
164.9999999999708,-270113.7265625,19625.294921875,2081.4642316243026,6.87e+03
172.499999999964,-271145.2109375,20249.25,2147.6410805546034,6.81e+03
179.99999999995717,-270371.42041015625,19032.44921875,2018.5868516491657,6.73e+03
187.49999999995035,-271851.8994140625,20162.640625,2138.4552661806806,6.69e+03
194.99999999994353,-271237.35009765625,19180.34375,2034.2725867209274,6.63e+03
202.4999999999367,-271767.20166015625,19365.88671875,2053.9513255332567,6.57e+03
