#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
7.499999999999936,-225657.38037109375,19790.6484375,2099.0016714292515,0
15.00000000000019,-228384.216796875,22056.42578125,2339.310645975341,7.37e+03
22.500000000000473,-228729.466796875,21901.703125,2322.9007180691206,7.72e+03
30.000000000000757,-229040.09228515625,21753.083984375,2307.138130725739,7.84e+03
37.50000000000104,-229501.5634765625,21704.29296875,2301.9633420536534,7.86e+03
45.00000000000132,-229837.923828125,21503.92578125,2280.712342482302,7.87e+03
52.500000000001606,-229788.27685546875,21050.861328125,2232.660200715557,7.79e+03
60.00000000000189,-229860.60498046875,20770.42578125,2202.917128704665,7.72e+03
67.50000000000217,-229893.15087890625,20365.115234375,2159.929779501569,7.67e+03
75.00000000000246,-230278.7548828125,20347.90234375,2158.1041755398746,7.51e+03
82.50000000000274,-231018.7958984375,20764.05078125,2202.2409944335923,7.45e+03
90.00000000000303,-231339.93505859375,20654.54296875,2190.626565416879,7.4e+03
97.50000000000331,-230812.14794921875,19668.44921875,2086.041188339795,7.33e+03
105.0000000000036,-231888.8154296875,20287.1953125,2151.665570940148,7.27e+03
112.50000000000388,-232070.9013671875,20014.630859375,2122.757309319093,7.2e+03
120.00000000000416,-232073.71875,19627.01171875,2081.6463155778174,7.13e+03
127.50000000000445,-232609.9248046875,19744.3828125,2094.0947263884464,7.07e+03
134.9999999999981,-233390.087890625,20138.96484375,2135.9442062438075,7.06e+03
142.49999999999127,-232746.107421875,19123.25390625,2028.2176220323613,7e+03
149.99999999998445,-233944.1884765625,19949.3359375,2115.832111765092,6.92e+03
157.49999999997763,-233687.35009765625,19348.86328125,2052.1458150226326,6.85e+03
164.9999999999708,-233879.681640625,19151.880859375,2031.2538046338088,6.81e+03
172.499999999964,-233658.85693359375,18544.87109375,1966.8741802549273,6.74e+03
179.99999999995717,-235141.185546875,19728.78125,2092.4400203353407,6.71e+03
187.49999999995035,-234049.48828125,18317.48046875,1942.757067394797,6.64e+03
194.99999999994353,-236143.77880859375,20060.861328125,2127.6605256782564,6.63e+03
202.4999999999367,-234602.12353515625,18114.04296875,1921.1804296267157,6.61e+03
209.99999999992988,-236021.72216796875,19107.3359375,2026.5293578444785,6.56e+03
217.49999999992306,-235683.91455078125,18323.2734375,1943.3714712697986,6.52e+03
224.99999999991624,-235440.43017578125,17782.52734375,1886.0197903390515,6.46e+03
232.49999999990942,-236765.5927734375,18770.25390625,1990.778343963506,6.44e+03
239.9999999999026,-236511.04248046875,18223.322265625,1932.7706222127556,6.42e+03
247.49999999989578,-237190.53515625,18546.83203125,1967.0821578309558,6.4e+03
254.99999999988896,-236971.51171875,17934.734375,1902.1629103588918,6.39e+03
