#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
7.499999999999936,-386444.0166015625,25500.46875,2704.58680004933,0
15.00000000000019,-387385.7861328125,25885.701171875,2745.4446577369135,8.21e+03
22.500000000000473,-387838.091796875,25805.744140625,2736.9643927892394,7.95e+03
30.000000000000757,-387222.87109375,24691.6640625,2618.804750194638,7.83e+03
37.50000000000104,-388496.8837890625,25502.29296875,2704.7802771967517,7.65e+03
45.00000000000132,-388106.9951171875,24499.421875,2598.415490380537,7.53e+03
52.500000000001606,-389653.478515625,25523.9609375,2707.0783879820733,7.41e+03
60.00000000000189,-390108.0341796875,25502.0078125,2704.750033445656,7.32e+03
67.50000000000217,-388914.0625,23667.1640625,2510.145995572704,7.24e+03
75.00000000000246,-391685.5224609375,26010.93359375,2758.726843192478,7.08e+03
82.50000000000274,-389869.9375,23712.96875,2515.0040534542045,7.09e+03
90.00000000000303,-391874.8251953125,25246.703125,2677.6723473618176,7.08e+03
97.50000000000331,-391551.4814453125,24320.3125,2579.4191003086844,7.04e+03
105.0000000000036,-390843.494140625,23104.513671875,2450.4711388300425,7e+03
112.50000000000388,-392533.806640625,24217.34375,2568.4982060773746,6.98e+03
120.00000000000416,-392276.080078125,23476.552734375,2489.929705156994,6.94e+03
127.50000000000445,-392585.5859375,23369.328125,2478.5574332980277,6.91e+03
134.9999999999981,-393653.58203125,23869.255859375,2531.5799076934914,6.89e+03
142.49999999999127,-393371.388671875,23048.806640625,2444.5628356193934,6.88e+03
149.99999999998445,-392581.033203125,21791.8203125,2311.246516448227,6.78e+03
157.49999999997763,-393818.423828125,22598.5234375,2396.8056740003226,6.74e+03
164.9999999999708,-395342.2470703125,23612.69140625,2504.368610517484,6.7e+03
172.499999999964,-394167.97265625,22021.232421875,2335.578028502769,6.68e+03
179.99999999995717,-394840.732421875,22277.240234375,2362.7302882194463,6.63e+03
187.49999999995035,-395148.634765625,22110.32421875,2345.0271292304096,6.59e+03
194.99999999994353,-396084.0703125,22521.859375,2388.6746622331116,6.55e+03
202.4999999999367,-395400.8984375,21351.8671875,2264.5849657849494,6.5e+03
209.99999999992988,-396067.0341796875,21577.82421875,2288.55003129368,6.47e+03
217.49999999992306,-395879.9521484375,20861.05859375,2212.529669977612,6.45e+03
224.99999999991624,-397207.298828125,21772.283203125,2309.1744052002036,6.38e+03
232.49999999990942,-397219.2001953125,21396.421875,2269.31044831918,6.34e+03
239.9999999999026,-396764.7822265625,20544.08984375,2178.9118762937937,6.32e+03
247.49999999989578,-397120.5986328125,20368.474609375,2160.2860757473554,6.33e+03
254.99999999988896,-398483.2822265625,21369.52734375,2266.458006863089,6.33e+03
262.49999999988216,-397842.17578125,20281.1875,2151.0283806773346,6.34e+03
269.99999999987534,-398638.3291015625,20587.68359375,2183.5354415298116,6.34e+03
277.4999999998685,-399997.703125,21595.4765625,2290.4222437758986,6.36e+03
284.9999999998617,-398497.3896484375,19738.23828125,2093.4430356970256,6.37e+03
292.4999999998549,-399111.8505859375,19869.02734375,2107.314560000998,6.35e+03
299.99999999984806,-398959.7822265625,19366.388671875,2054.004562821144,6.34e+03
307.49999999984124,-399759.6728515625,19679.22265625,2087.183822114073,6.34e+03
314.9999999998344,-399265.6240234375,18840.06640625,1998.1826771084973,6.34e+03
322.4999999998276,-400047.533203125,19234.71484375,2040.0392000291827,6.35e+03
329.9999999998208,-400961.0361328125,19755.466796875,2095.270296850561,6.36e+03
337.49999999981395,-400236.9501953125,18690.396484375,1982.3086436138174,6.36e+03
344.99999999980713,-401258.08203125,19277.283203125,2044.5540120506435,6.36e+03
352.4999999998003,-401730.4375,19437.671875,2061.5648791481576,6.36e+03
359.9999999997935,-401687.3193359375,19052.4765625,2020.7109572911963,6.36e+03
367.49999999978667,-401831.1806640625,18813.3125,1995.3451503789736,6.36e+03
374.99999999977985,-401847.0166015625,18506.31640625,1962.7850593875892,6.33e+03
382.499999999773,-402439.0830078125,18794.66796875,1993.3677062148595,6.33e+03
389.9999999997662,-402547.8173828125,18536.302734375,1965.9654176791921,6.34e+03
397.4999999997594,-401993.99609375,17613.09375,1868.0496163146554,6.35e+03
404.99999999975256,-403525.677734375,18840.728515625,1998.252900612754,6.36e+03
412.49999999974574,-403634.5615234375,18484.349609375,1960.4552548083109,6.36e+03
419.9999999997389,-403892.0205078125,18384.791015625,1949.89604269627,6.37e+03
427.4999999997321,-403147.4140625,17278.09765625,1832.5198375444384,6.37e+03
434.9999999997253,-403903.509765625,17690.689453125,1876.2794381453784,6.38e+03
442.49999999971845,-404093.09765625,17532.8203125,1859.5357932322038,6.38e+03
449.99999999971163,-404487.66015625,17615.30859375,1868.2845232580983,6.38e+03
457.4999999997048,-404735.662109375,17572.509765625,1863.7452676569849,6.39e+03
464.999999999698,-404363.7998046875,16854.66015625,1787.6099386569563,6.39e+03
