#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
7.499999999999936,-27120.66259765625,2755.052734375,292.20165840404167,0
15.00000000000019,-27965.329467773438,3603.5966796875,382.1984649825077,8.38e+03
22.500000000000473,-28311.838500976562,3970.71826171875,421.13548196479144,8.57e+03
30.000000000000757,-28479.11572265625,4090.561279296875,433.84606570336985,8.53e+03
37.50000000000104,-28536.912109375,4121.67578125,437.1460784246078,8.57e+03
45.00000000000132,-28666.8994140625,4243.712890625,450.08936814871544,8.57e+03
52.500000000001606,-28663.366821289062,4212.32177734375,446.7600179531696,8.46e+03
60.00000000000189,-28783.019653320312,4319.09130859375,458.0840240997705,8.41e+03
67.50000000000217,-28741.870361328125,4228.2998046875,448.4546519721907,8.32e+03
75.00000000000246,-28587.99365234375,4058.64111328125,430.46060402783723,8.04e+03
82.50000000000274,-28531.513305664062,3974.365234375,421.5222808978987,8.07e+03
90.00000000000303,-28488.469848632812,3938.39306640625,417.70706276950887,8.11e+03
97.50000000000331,-28582.641540527344,4019.38720703125,426.2973238256204,8.17e+03
105.0000000000036,-28553.044799804688,3975.91748046875,421.6869125498398,8.22e+03
112.50000000000388,-28432.438720703125,3867.6044921875,410.1992069217083,8.23e+03
120.00000000000416,-28369.955322265625,3758.448486328125,398.62209061503756,8.25e+03
127.50000000000445,-28306.866577148438,3697.26123046875,392.13255325982686,8.26e+03
134.9999999999981,-28300.506225585938,3644.95947265625,386.58541429599654,8.25e+03
142.49999999999127,-28277.282165527344,3604.072998046875,382.2489834400316,8.27e+03
149.99999999998445,-28278.791015625,3587.162109375,380.4554098893864,8.19e+03
157.49999999997763,-28255.952270507812,3509.12548828125,372.1788241764038,8.21e+03
164.9999999999708,-28171.9306640625,3411.9736328125,361.87487139510125,8.23e+03
172.499999999964,-28117.975830078125,3322.38427734375,352.37299946477805,8.23e+03
179.99999999995717,-28186.639221191406,3405.362060546875,361.1736462038121,8.25e+03
187.49999999995035,-28158.91162109375,3357.10888671875,356.0559011821237,8.28e+03
194.99999999994353,-28221.16876220703,3407.18798828125,361.36730460659084,8.29e+03
202.4999999999367,-28177.451416015625,3359.0771484375,356.26465556682786,8.31e+03
209.99999999992988,-28317.84149169922,3463.0419921875,367.29119577799327,8.31e+03
217.49999999992306,-28212.526733398438,3371.3330078125,357.5645154170075,8.31e+03
224.99999999991624,-28193.753540039062,3333.06982421875,353.50631153495067,8.26e+03
232.49999999990942,-28168.838989257812,3310.615966796875,351.124849178758,8.27e+03
239.9999999999026,-28206.996520996094,3351.5146484375,355.46257471584846,8.28e+03
247.49999999989578,-28288.574829101562,3440.32958984375,364.88231207555873,8.28e+03
254.99999999988896,-28219.294860839844,3378.37841796875,358.3117535755032,8.28e+03
262.49999999988216,-28352.103881835938,3458.181396484375,366.7756796473712,8.27e+03
269.99999999987534,-28216.747497558594,3300.550537109375,350.05730690976975,8.25e+03
277.4999999998685,-28391.776611328125,3463.01123046875,367.2879331815566,8.24e+03
284.9999999998617,-28422.358642578125,3489.795166015625,370.12864482664935,8.21e+03
292.4999999998549,-28572.264892578125,3623.2548828125,384.2834194672979,8.19e+03
299.99999999984806,-28339.62030029297,3379.07666015625,358.3858093358919,7.99e+03
