#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
7.499999999999936,-30968.460571289062,3618.169677734375,383.74408120396333,0
15.00000000000019,-31138.034790039062,3792.91845703125,402.2779852841016,8.4e+03
22.500000000000473,-30584.257690429688,3204.050048828125,339.8224383133333,8.6e+03
30.000000000000757,-30477.203735351562,3095.62158203125,328.3224850017529,8.57e+03
37.50000000000104,-30664.82684326172,3268.416748046875,346.6491883145378,8.75e+03
45.00000000000132,-30789.28778076172,3371.48583984375,357.580724824701,8.84e+03
52.500000000001606,-30660.24822998047,3212.072998046875,340.67335453637327,8.89e+03
60.00000000000189,-30750.001953125,3283.439697265625,348.2425264822859,8.88e+03
67.50000000000217,-30704.52783203125,3249.6064453125,344.65416238073715,8.8e+03
75.00000000000246,-30847.699340820312,3388.533935546875,359.3888505911989,8.54e+03
82.50000000000274,-30773.95233154297,3277.44384765625,347.6066050069759,8.52e+03
90.00000000000303,-30566.81787109375,3061.57177734375,324.7111532570347,8.55e+03
97.50000000000331,-30836.33917236328,3299.6259765625,349.95924776131096,8.52e+03
105.0000000000036,-30870.31072998047,3314.75390625,351.56372018673994,8.51e+03
112.50000000000388,-30881.602172851562,3343.171875,354.57773784731586,8.42e+03
120.00000000000416,-30543.570922851562,3028.93798828125,321.250004522895,8.35e+03
127.50000000000445,-30721.35235595703,3203.875,339.8038725859911,8.28e+03
134.9999999999981,-30801.241455078125,3289.99853515625,348.93815865111213,8.22e+03
142.49999999999127,-30768.62841796875,3271.386962890625,346.96421012603753,8.13e+03
149.99999999998445,-30765.420043945312,3243.1201171875,343.9662206177975,8.01e+03
157.49999999997763,-30818.35760498047,3261.0966796875,345.8728198307143,7.96e+03
164.9999999999708,-30753.05682373047,3191.134765625,338.45263978874465,7.92e+03
172.499999999964,-30889.70916748047,3314.16259765625,351.50100583301213,7.91e+03
179.99999999995717,-30974.22198486328,3362.9794921875,356.67853922908427,7.9e+03
187.49999999995035,-30938.671508789062,3306.423828125,350.68022978657797,7.89e+03
194.99999999994353,-30748.324584960938,3094.74267578125,328.2292679607042,7.86e+03
202.4999999999367,-30891.664123535156,3229.0615234375,342.47516225897783,7.81e+03
209.99999999992988,-30968.041076660156,3263.853515625,346.16521061613724,7.78e+03
217.49999999992306,-30802.314025878906,3093.385986328125,328.08537710039644,7.76e+03
224.99999999991624,-30857.60223388672,3141.62060546875,333.2011542067738,7.71e+03
232.49999999990942,-31029.217346191406,3293.71484375,349.33231137301317,7.69e+03
239.9999999999026,-30920.720184326172,3154.005859375,334.5147376768856,7.68e+03
247.49999999989578,-30886.142578125,3151.8623046875,334.2873916712167,7.68e+03
254.99999999988896,-30899.3408203125,3130.802978515625,332.0538336868214,7.68e+03
262.49999999988216,-31208.51837158203,3430.844970703125,363.87637073453027,7.7e+03
269.99999999987534,-30874.434204101562,3099.3779296875,328.7208842777462,7.71e+03
277.4999999998685,-30843.103759765625,3086.9140625,327.39896306118504,7.73e+03
284.9999999998617,-30880.75604248047,3126.133544921875,331.5585922626275,7.74e+03
292.4999999998549,-30934.777404785156,3172.8701171875,336.51548610126173,7.75e+03
299.99999999984806,-30893.707275390625,3134.912841796875,332.48972692821434,7.73e+03
307.49999999984124,-31051.48504638672,3255.060546875,345.2326259076896,7.74e+03
314.9999999998344,-31044.28631591797,3263.54833984375,346.1328435879953,7.74e+03
322.4999999998276,-31015.535095214844,3251.811767578125,344.88805947290194,7.75e+03
329.9999999998208,-30931.483154296875,3147.95751953125,333.8732490727352,7.76e+03
337.49999999981395,-30873.951782226562,3113.59716796875,330.22898064017977,7.77e+03
344.99999999980713,-30926.327087402344,3141.29638671875,333.16676747607585,7.77e+03
352.4999999998003,-30985.74090576172,3221.95751953125,341.7217096310789,7.78e+03
359.9999999997935,-31042.944091796875,3257.09716796875,345.44863050669755,7.79e+03
367.49999999978667,-30924.94140625,3143.095947265625,333.35762936762313,7.8e+03
374.99999999977985,-31021.65411376953,3214.228515625,340.90196932954524,7.78e+03
382.499999999773,-30881.334350585938,3059.38671875,324.47940533553856,7.79e+03
389.9999999997662,-30883.366760253906,3043.01611328125,322.7431343715157,7.8e+03
397.4999999997594,-30948.765380859375,3105.2734375,329.34616347420314,7.81e+03
404.99999999975256,-30953.770141601562,3108.60302734375,329.6993006980428,7.82e+03
412.49999999974574,-31030.92254638672,3153.814453125,334.494437076835,7.83e+03
419.9999999997389,-30972.884216308594,3125.373046875,331.4779336284978,7.85e+03
427.4999999997321,-31079.186645507812,3201.4677734375,339.5485614680076,7.86e+03
434.9999999997253,-31103.322631835938,3233.88916015625,342.9871827505606,7.87e+03
442.49999999971845,-31089.346313476562,3198.34130859375,339.21696773809924,7.88e+03
449.99999999971163,-31048.72821044922,3140.30029296875,333.0611214962206,7.87e+03
457.4999999997048,-31035.91326904297,3103.7001953125,329.17930497072587,7.86e+03
464.999999999698,-31035.75616455078,3110.80517578125,329.93286117311493,7.86e+03
472.49999999969117,-31041.94708251953,3092.22509765625,327.9622529253446,7.86e+03
479.99999999968435,-30976.457641601562,3033.21826171875,321.70397151280235,7.85e+03
487.4999999996775,-31088.84637451172,3117.86474609375,330.6816011617164,7.85e+03
494.9999999996707,-31049.00732421875,3098.370849609375,328.6140730848779,7.85e+03
502.4999999996639,-31121.391235351562,3171.03173828125,336.3205071237348,7.86e+03
509.99999999965706,-31054.484924316406,3092.531982421875,327.99480120884414,7.86e+03
517.4999999996503,-31028.89208984375,3058.08984375,324.3418584127466,7.86e+03
524.9999999996435,-31113.05975341797,3152.2001953125,334.32322844477545,7.84e+03
532.4999999996367,-31192.398986816406,3193.28076171875,338.6802447306386,7.85e+03
539.9999999996298,-31296.359252929688,3295.7900390625,349.5524071643783,7.86e+03
547.499999999623,-31198.777801513672,3223.145751953125,341.84773389185233,7.86e+03
554.9999999996162,-31084.00503540039,3119.835205078125,330.8905885890232,7.86e+03
562.4999999996094,-31027.412475585938,3085.08544921875,327.20501982855865,7.86e+03
569.9999999996026,-31184.83755493164,3214.0263671875,340.88052941010403,7.86e+03
577.4999999995957,-31114.696899414062,3140.93994140625,333.12896278720604,7.86e+03
584.9999999995889,-30973.967224121094,3026.4248046875,320.9834555727406,7.86e+03
592.4999999995821,-31227.32861328125,3238.169921875,343.44120152771296,7.87e+03
599.9999999995753,-31173.722045898438,3192.63037109375,338.61126412026255,7.86e+03
607.4999999995684,-31122.104370117188,3167.45751953125,335.94142449013657,7.86e+03
614.9999999995616,-31123.542602539062,3125.89404296875,331.5331906189417,7.85e+03
622.4999999995548,-31168.613342285156,3169.5888671875,336.16747581467973,7.85e+03
629.999999999548,-31191.94207763672,3175.02880859375,336.7444375115264,7.85e+03
637.4999999995412,-31144.320434570312,3105.27392578125,329.3462152614482,7.86e+03
644.9999999995343,-31065.08660888672,3035.81396484375,321.9792725073663,7.87e+03
652.4999999995275,-31051.438842773438,3020.629638671875,320.36881865513675,7.87e+03
659.9999999995207,-31225.483764648438,3181.86767578125,337.46976966537574,7.88e+03
667.4999999995139,-31252.17559814453,3200.93896484375,339.4924758816433,7.89e+03
674.999999999507,-31168.179931640625,3114.208984375,330.2938700581987,7.88e+03
682.4999999995002,-31252.781616210938,3176.81884765625,336.9342895517957,7.88e+03
